sentence,intent,domain
apagar tota la  calefacció en el {area},HassTurnOff,climate
apagar tota la  calefacció en l'{area},HassTurnOff,climate
apagar tota la  calefacció en s'{area},HassTurnOff,climate
apagar tota la  calefacció en la {area},HassTurnOff,climate
apagar tota la  calefacció de el {area},HassTurnOff,climate
apagar tota la  calefacció de l'{area},HassTurnOff,climate
apagar tota la  calefacció de s'{area},HassTurnOff,climate
apagar tota la  calefacció de la {area},HassTurnOff,climate
apagar tota la  calefacció del el {area},HassTurnOff,climate
apagar tota la  calefacció del l'{area},HassTurnOff,climate
apagar tota la  calefacció del s'{area},HassTurnOff,climate
apagar tota la  calefacció del la {area},HassTurnOff,climate
apagar tota la  calefacció a el {area},HassTurnOff,climate
apagar tota la  calefacció a l'{area},HassTurnOff,climate
apagar tota la  calefacció a s'{area},HassTurnOff,climate
apagar tota la  calefacció a la {area},HassTurnOff,climate
apagar tota la  calefacció al el {area},HassTurnOff,climate
apagar tota la  calefacció al l'{area},HassTurnOff,climate
apagar tota la  calefacció al s'{area},HassTurnOff,climate
apagar tota la  calefacció al la {area},HassTurnOff,climate
tancar tota el  calefacció en el {area},HassTurnOff,climate
tancar tota el  calefacció en l'{area},HassTurnOff,climate
tancar tota el  calefacció en s'{area},HassTurnOff,climate
tancar tota el  calefacció en la {area},HassTurnOff,climate
tancar tota el  calefacció de el {area},HassTurnOff,climate
tancar tota el  calefacció de l'{area},HassTurnOff,climate
tancar tota el  calefacció de s'{area},HassTurnOff,climate
tancar tota el  calefacció de la {area},HassTurnOff,climate
tancar tota el  calefacció del el {area},HassTurnOff,climate
tancar tota el  calefacció del l'{area},HassTurnOff,climate
tancar tota el  calefacció del s'{area},HassTurnOff,climate
tancar tota el  calefacció del la {area},HassTurnOff,climate
tancar tota el  calefacció a el {area},HassTurnOff,climate
tancar tota el  calefacció a l'{area},HassTurnOff,climate
tancar tota el  calefacció a s'{area},HassTurnOff,climate
tancar tota el  calefacció a la {area},HassTurnOff,climate
tancar tota el  calefacció al el {area},HassTurnOff,climate
tancar tota el  calefacció al l'{area},HassTurnOff,climate
tancar tota el  calefacció al s'{area},HassTurnOff,climate
tancar tota el  calefacció al la {area},HassTurnOff,climate
tancar tota l' calefacció en el {area},HassTurnOff,climate
tancar tota l' calefacció en l'{area},HassTurnOff,climate
tancar tota l' calefacció en s'{area},HassTurnOff,climate
tancar tota l' calefacció en la {area},HassTurnOff,climate
tancar tota l' calefacció de el {area},HassTurnOff,climate
tancar tota l' calefacció de l'{area},HassTurnOff,climate
tancar tota l' calefacció de s'{area},HassTurnOff,climate
tancar tota l' calefacció de la {area},HassTurnOff,climate
tancar tota l' calefacció del el {area},HassTurnOff,climate
tancar tota l' calefacció del l'{area},HassTurnOff,climate
tancar tota l' calefacció del s'{area},HassTurnOff,climate
tancar tota l' calefacció del la {area},HassTurnOff,climate
tancar tota l' calefacció a el {area},HassTurnOff,climate
tancar tota l' calefacció a l'{area},HassTurnOff,climate
tancar tota l' calefacció a s'{area},HassTurnOff,climate
tancar tota l' calefacció a la {area},HassTurnOff,climate
tancar tota l' calefacció al el {area},HassTurnOff,climate
tancar tota l' calefacció al l'{area},HassTurnOff,climate
tancar tota l' calefacció al s'{area},HassTurnOff,climate
tancar tota l' calefacció al la {area},HassTurnOff,climate
tancar tota s' calefacció en el {area},HassTurnOff,climate
tancar tota s' calefacció en l'{area},HassTurnOff,climate
tancar tota s' calefacció en s'{area},HassTurnOff,climate
tancar tota s' calefacció en la {area},HassTurnOff,climate
tancar tota s' calefacció de el {area},HassTurnOff,climate
tancar tota s' calefacció de l'{area},HassTurnOff,climate
tancar tota s' calefacció de s'{area},HassTurnOff,climate
tancar tota s' calefacció de la {area},HassTurnOff,climate
tancar tota s' calefacció del el {area},HassTurnOff,climate
tancar tota s' calefacció del l'{area},HassTurnOff,climate
tancar tota s' calefacció del s'{area},HassTurnOff,climate
tancar tota s' calefacció del la {area},HassTurnOff,climate
tancar tota s' calefacció a el {area},HassTurnOff,climate
tancar tota s' calefacció a l'{area},HassTurnOff,climate
tancar tota s' calefacció a s'{area},HassTurnOff,climate
tancar tota s' calefacció a la {area},HassTurnOff,climate
tancar tota s' calefacció al el {area},HassTurnOff,climate
tancar tota s' calefacció al l'{area},HassTurnOff,climate
tancar tota s' calefacció al s'{area},HassTurnOff,climate
tancar tota s' calefacció al la {area},HassTurnOff,climate
tancar tota la  calefacció en el {area},HassTurnOff,climate
tancar tota la  calefacció en l'{area},HassTurnOff,climate
tancar tota la  calefacció en s'{area},HassTurnOff,climate
tancar tota la  calefacció en la {area},HassTurnOff,climate
tancar tota la  calefacció de el {area},HassTurnOff,climate
tancar tota la  calefacció de l'{area},HassTurnOff,climate
tancar tota la  calefacció de s'{area},HassTurnOff,climate
tancar tota la  calefacció de la {area},HassTurnOff,climate
tancar tota la  calefacció del el {area},HassTurnOff,climate
tancar tota la  calefacció del l'{area},HassTurnOff,climate
tancar tota la  calefacció del s'{area},HassTurnOff,climate
tancar tota la  calefacció del la {area},HassTurnOff,climate
tancar tota la  calefacció a el {area},HassTurnOff,climate
tancar tota la  calefacció a l'{area},HassTurnOff,climate
tancar tota la  calefacció a s'{area},HassTurnOff,climate
tancar tota la  calefacció a la {area},HassTurnOff,climate
tancar tota la  calefacció al el {area},HassTurnOff,climate
tancar tota la  calefacció al l'{area},HassTurnOff,climate
tancar tota la  calefacció al s'{area},HassTurnOff,climate
tancar tota la  calefacció al la {area},HassTurnOff,climate
tancat tota el  calefacció en el {area},HassTurnOff,climate
tancat tota el  calefacció en l'{area},HassTurnOff,climate
tancat tota el  calefacció en s'{area},HassTurnOff,climate
tancat tota el  calefacció en la {area},HassTurnOff,climate
tancat tota el  calefacció de el {area},HassTurnOff,climate
tancat tota el  calefacció de l'{area},HassTurnOff,climate
tancat tota el  calefacció de s'{area},HassTurnOff,climate
tancat tota el  calefacció de la {area},HassTurnOff,climate
tancat tota el  calefacció del el {area},HassTurnOff,climate
tancat tota el  calefacció del l'{area},HassTurnOff,climate
tancat tota el  calefacció del s'{area},HassTurnOff,climate
tancat tota el  calefacció del la {area},HassTurnOff,climate
tancat tota el  calefacció a el {area},HassTurnOff,climate
tancat tota el  calefacció a l'{area},HassTurnOff,climate
tancat tota el  calefacció a s'{area},HassTurnOff,climate
tancat tota el  calefacció a la {area},HassTurnOff,climate
tancat tota el  calefacció al el {area},HassTurnOff,climate
tancat tota el  calefacció al l'{area},HassTurnOff,climate
tancat tota el  calefacció al s'{area},HassTurnOff,climate
tancat tota el  calefacció al la {area},HassTurnOff,climate
tancat tota l' calefacció en el {area},HassTurnOff,climate
tancat tota l' calefacció en l'{area},HassTurnOff,climate
tancat tota l' calefacció en s'{area},HassTurnOff,climate
tancat tota l' calefacció en la {area},HassTurnOff,climate
tancat tota l' calefacció de el {area},HassTurnOff,climate
tancat tota l' calefacció de l'{area},HassTurnOff,climate
tancat tota l' calefacció de s'{area},HassTurnOff,climate
tancat tota l' calefacció de la {area},HassTurnOff,climate
tancat tota l' calefacció del el {area},HassTurnOff,climate
tancat tota l' calefacció del l'{area},HassTurnOff,climate
tancat tota l' calefacció del s'{area},HassTurnOff,climate
tancat tota l' calefacció del la {area},HassTurnOff,climate
tancat tota l' calefacció a el {area},HassTurnOff,climate
tancat tota l' calefacció a l'{area},HassTurnOff,climate
tancat tota l' calefacció a s'{area},HassTurnOff,climate
tancat tota l' calefacció a la {area},HassTurnOff,climate
tancat tota l' calefacció al el {area},HassTurnOff,climate
tancat tota l' calefacció al l'{area},HassTurnOff,climate
tancat tota l' calefacció al s'{area},HassTurnOff,climate
tancat tota l' calefacció al la {area},HassTurnOff,climate
tancat tota s' calefacció en el {area},HassTurnOff,climate
tancat tota s' calefacció en l'{area},HassTurnOff,climate
tancat tota s' calefacció en s'{area},HassTurnOff,climate
tancat tota s' calefacció en la {area},HassTurnOff,climate
tancat tota s' calefacció de el {area},HassTurnOff,climate
tancat tota s' calefacció de l'{area},HassTurnOff,climate
tancat tota s' calefacció de s'{area},HassTurnOff,climate
tancat tota s' calefacció de la {area},HassTurnOff,climate
tancat tota s' calefacció del el {area},HassTurnOff,climate
tancat tota s' calefacció del l'{area},HassTurnOff,climate
tancat tota s' calefacció del s'{area},HassTurnOff,climate
tancat tota s' calefacció del la {area},HassTurnOff,climate
tancat tota s' calefacció a el {area},HassTurnOff,climate
tancat tota s' calefacció a l'{area},HassTurnOff,climate
tancat tota s' calefacció a s'{area},HassTurnOff,climate
tancat tota s' calefacció a la {area},HassTurnOff,climate
tancat tota s' calefacció al el {area},HassTurnOff,climate
tancat tota s' calefacció al l'{area},HassTurnOff,climate
tancat tota s' calefacció al s'{area},HassTurnOff,climate
tancat tota s' calefacció al la {area},HassTurnOff,climate
tancat tota la  calefacció en el {area},HassTurnOff,climate
tancat tota la  calefacció en l'{area},HassTurnOff,climate
tancat tota la  calefacció en s'{area},HassTurnOff,climate
tancat tota la  calefacció en la {area},HassTurnOff,climate
tancat tota la  calefacció de el {area},HassTurnOff,climate
tancat tota la  calefacció de l'{area},HassTurnOff,climate
tancat tota la  calefacció de s'{area},HassTurnOff,climate
tancat tota la  calefacció de la {area},HassTurnOff,climate
tancat tota la  calefacció del el {area},HassTurnOff,climate
tancat tota la  calefacció del l'{area},HassTurnOff,climate
tancat tota la  calefacció del s'{area},HassTurnOff,climate
tancat tota la  calefacció del la {area},HassTurnOff,climate
tancat tota la  calefacció a el {area},HassTurnOff,climate
tancat tota la  calefacció a l'{area},HassTurnOff,climate
tancat tota la  calefacció a s'{area},HassTurnOff,climate
tancat tota la  calefacció a la {area},HassTurnOff,climate
tancat tota la  calefacció al el {area},HassTurnOff,climate
tancat tota la  calefacció al l'{area},HassTurnOff,climate
tancat tota la  calefacció al s'{area},HassTurnOff,climate
tancat tota la  calefacció al la {area},HassTurnOff,climate
apagat tota el  calefacció en el {area},HassTurnOff,climate
apagat tota el  calefacció en l'{area},HassTurnOff,climate
apagat tota el  calefacció en s'{area},HassTurnOff,climate
apagat tota el  calefacció en la {area},HassTurnOff,climate
apagat tota el  calefacció de el {area},HassTurnOff,climate
apagat tota el  calefacció de l'{area},HassTurnOff,climate
apagat tota el  calefacció de s'{area},HassTurnOff,climate
apagat tota el  calefacció de la {area},HassTurnOff,climate
apagat tota el  calefacció del el {area},HassTurnOff,climate
apagat tota el  calefacció del l'{area},HassTurnOff,climate
apagat tota el  calefacció del s'{area},HassTurnOff,climate
apagat tota el  calefacció del la {area},HassTurnOff,climate
apagat tota el  calefacció a el {area},HassTurnOff,climate
apagat tota el  calefacció a l'{area},HassTurnOff,climate
apagat tota el  calefacció a s'{area},HassTurnOff,climate
apagat tota el  calefacció a la {area},HassTurnOff,climate
apagat tota el  calefacció al el {area},HassTurnOff,climate
apagat tota el  calefacció al l'{area},HassTurnOff,climate
apagat tota el  calefacció al s'{area},HassTurnOff,climate
apagat tota el  calefacció al la {area},HassTurnOff,climate
apagat tota l' calefacció en el {area},HassTurnOff,climate
apagat tota l' calefacció en l'{area},HassTurnOff,climate
apagat tota l' calefacció en s'{area},HassTurnOff,climate
apagat tota l' calefacció en la {area},HassTurnOff,climate
apagat tota l' calefacció de el {area},HassTurnOff,climate
apagat tota l' calefacció de l'{area},HassTurnOff,climate
apagat tota l' calefacció de s'{area},HassTurnOff,climate
apagat tota l' calefacció de la {area},HassTurnOff,climate
apagat tota l' calefacció del el {area},HassTurnOff,climate
apagat tota l' calefacció del l'{area},HassTurnOff,climate
apagat tota l' calefacció del s'{area},HassTurnOff,climate
apagat tota l' calefacció del la {area},HassTurnOff,climate
apagat tota l' calefacció a el {area},HassTurnOff,climate
apagat tota l' calefacció a l'{area},HassTurnOff,climate
apagat tota l' calefacció a s'{area},HassTurnOff,climate
apagat tota l' calefacció a la {area},HassTurnOff,climate
apagat tota l' calefacció al el {area},HassTurnOff,climate
apagat tota l' calefacció al l'{area},HassTurnOff,climate
apagat tota l' calefacció al s'{area},HassTurnOff,climate
apagat tota l' calefacció al la {area},HassTurnOff,climate
apagat tota s' calefacció en el {area},HassTurnOff,climate
apagat tota s' calefacció en l'{area},HassTurnOff,climate
apagat tota s' calefacció en s'{area},HassTurnOff,climate
apagat tota s' calefacció en la {area},HassTurnOff,climate
apagat tota s' calefacció de el {area},HassTurnOff,climate
apagat tota s' calefacció de l'{area},HassTurnOff,climate
apagat tota s' calefacció de s'{area},HassTurnOff,climate
apagat tota s' calefacció de la {area},HassTurnOff,climate
apagat tota s' calefacció del el {area},HassTurnOff,climate
apagat tota s' calefacció del l'{area},HassTurnOff,climate
apagat tota s' calefacció del s'{area},HassTurnOff,climate
apagat tota s' calefacció del la {area},HassTurnOff,climate
apagat tota s' calefacció a el {area},HassTurnOff,climate
apagat tota s' calefacció a l'{area},HassTurnOff,climate
apagat tota s' calefacció a s'{area},HassTurnOff,climate
apagat tota s' calefacció a la {area},HassTurnOff,climate
apagat tota s' calefacció al el {area},HassTurnOff,climate
apagat tota s' calefacció al l'{area},HassTurnOff,climate
apagat tota s' calefacció al s'{area},HassTurnOff,climate
apagat tota s' calefacció al la {area},HassTurnOff,climate
apagat tota la  calefacció en el {area},HassTurnOff,climate
apagat tota la  calefacció en l'{area},HassTurnOff,climate
apagat tota la  calefacció en s'{area},HassTurnOff,climate
apagat tota la  calefacció en la {area},HassTurnOff,climate
